min_score,max_rent,rent,apt_score
3,526,0,Null
1,526,0,Null
3,527,0,Null
1,528,0,Null
2,529,0,Null
3,529,0,Null
4,529,0,Null
1,529,0,Null
3,530,0,Null
5,530,0,Null
1,531,0,Null
5,532,0,Null
2,532,0,Null
1,533,0,Null
1,533,0,Null
1,533,0,Null
1,533,0,Null
3,534,0,Null
2,534,0,Null
3,535,0,Null
1,535,0,Null
4,535,0,Null
3,535,0,Null
1,535,0,Null
5,536,0,Null
3,536,0,Null
3,536,0,Null
1,536,0,Null
1,537,0,Null
3,537,0,Null
3,538,0,Null
1,539,0,Null
2,539,0,Null
3,539,0,Null
1,540,0,Null
5,541,0,Null
1,541,0,Null
5,541,0,Null
5,541,0,Null
1,541,0,Null
1,541,0,Null
1,542,0,Null
2,542,0,Null
1,542,0,Null
1,544,0,Null
4,544,0,Null
1,544,0,Null
1,544,0,Null
3,545,0,Null
1,545,0,Null
5,546,0,Null
1,546,0,Null
1,546,0,Null
5,546,0,Null
4,547,0,Null
1,548,0,Null
2,548,0,Null
3,548,0,Null
5,548,0,Null
2,548,0,Null
3,548,0,Null
3,549,0,Null
1,549,0,Null
2,549,0,Null
3,550,0,Null
5,550,0,Null
2,550,0,Null
4,550,0,Null
5,550,0,Null
2,550,0,Null
1,552,0,Null
1,553,0,Null
2,553,0,Null
5,553,0,Null
1,557,0,Null
3,557,0,Null
1,558,0,Null
3,558,0,Null
1,558,0,Null
4,559,0,Null
2,559,0,Null
5,559,0,Null
3,559,0,Null
4,560,0,Null
1,560,0,Null
1,560,0,Null
1,561,0,Null
1,561,0,Null
3,562,0,Null
3,563,0,Null
2,563,0,Null
2,563,0,Null
1,563,0,Null
3,563,0,Null
1,564,0,Null
1,565,0,Null
3,565,0,Null
3,566,0,Null
3,567,0,Null
1,567,0,Null
5,568,0,Null
2,568,0,Null
1,570,0,Null
5,570,0,Null
3,571,0,Null
2,571,0,Null
1,571,0,Null
1,571,0,Null
1,572,0,Null
1,572,0,Null
2,573,0,Null
2,573,0,Null
5,573,0,Null
1,574,0,Null
1,574,0,Null
4,575,0,Null
1,576,0,Null
1,576,0,Null
4,576,0,Null
